artist,track_name,lyrics,lyrics_annotation,work_meta,recording_meta,release_meta,artist_meta,secondhandsong_artist_meta,aligned_id,aligned_title
The Beatles,Do You Want To Know A Secret,lyrics_The Beatles_Do You Want To Know A Secret.json,annotation_doyouwanttoknowasecret_thebeatles.json,work_bf51bdc8-5623-36af-a516-083166bb0bff.json,recording_42df56b9-0aa2-4cb7-bcb5-b8c6d89803de.json,release_a3c326ed-3151-487c-9dc2-b6f016992566.json,artist_42df56b9-0aa2-4cb7-bcb5-b8c6d89803de.json,shs_41.json,isophonics_9,11_-_Do_You_Want_To_Know_A_Secret
The Beatles,A Taste Of Honey,lyrics_The Beatles_A Taste Of Honey.json,annotation_atasteofhoney_thebeatles.json,work_47dcb656-3e85-39eb-ab71-d2e75564fc44.json,recording_a6fbba57-6e43-4a8b-a017-c9c2cf64b282.json,release_d5946145-e3cc-468d-94da-1a6bec9453e2.json,artist_a6fbba57-6e43-4a8b-a017-c9c2cf64b282.json,shs_41.json,isophonics_245,12_-_A_Taste_Of_Honey
The Beatles,There's A Place,lyrics_The Beatles_There's A Place.json,annotation_there'saplace_thebeatles.json,work_45ffef49-4017-3d87-b04f-fc7c38ae7526.json,recording_14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb.json,release_4d48d0d3-4f41-422a-b0f0-d91c420bd3b5.json,artist_14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb.json,shs_41.json,isophonics_5,13_-_There's_A_Place
The Beatles,Twist And Shout,lyrics_The Beatles_Twist And Shout.json,annotation_twistandshout_thebeatles.json,work_7e2dedbb-5be0-32d4-8985-079d6df1e78b.json,recording_af6fb155-b03c-46ea-a44e-22ce394b2a46.json,release_6f673f88-35c4-415d-8812-d80473486ee2.json,artist_af6fb155-b03c-46ea-a44e-22ce394b2a46.json,shs_41.json,isophonics_199,14_-_Twist_And_Shout
The Beatles,It Won't Be Long,lyrics_The Beatles_It Won't Be Long.json,annotation_itwon'tbelong_thebeatles.json,work_a3fb304a-3680-369c-b9a1-61d0931a1a60.json,recording_49150aa6-2f72-4c95-9247-130d5046e827.json,release_73d4a69f-3ed3-4358-a6e5-a1eac0185eca.json,artist_49150aa6-2f72-4c95-9247-130d5046e827.json,shs_41.json,isophonics_171,01_-_It_Won't_Be_Long
The Beatles,All I've Got To Do,lyrics_The Beatles_All I've Got To Do.json,annotation_alli'vegottodo_thebeatles.json,work_01f35a80-893c-3d2b-b74d-05a3ec9abc0f.json,recording_c0071f77-86d0-4b0d-a36d-44c8af14dbe8.json,release_e616d10d-4a51-4eaf-bb09-9408dcf471b4.json,artist_c0071f77-86d0-4b0d-a36d-44c8af14dbe8.json,shs_41.json,isophonics_271,02_-_All_I've_Got_To_Do
The Beatles,All My Loving,lyrics_The Beatles_All My Loving.json,annotation_allmyloving_thebeatles.json,work_c65404bd-6bc9-30d3-9813-a960e83d9faf.json,recording_be5761a7-d99a-44e8-96a4-904b490f7061.json,release_289b38fb-cd2e-435f-bcf8-717d9f15c2e7.json,artist_be5761a7-d99a-44e8-96a4-904b490f7061.json,shs_41.json,isophonics_243,03_-_All_My_Loving
The Beatles,Don't Bother Me,lyrics_The Beatles_Don't Bother Me.json,annotation_don'tbotherme_thebeatles.json,work_c31e5675-8fb4-38fc-a160-7e41638a9ffc.json,recording_fd8dec5e-c45f-4761-9d15-c1fb675cc21b.json,release_8786eb97-4442-44c1-999a-0cba3281356c.json,artist_fd8dec5e-c45f-4761-9d15-c1fb675cc21b.json,shs_41.json,isophonics_118,04_-_Don't_Bother_Me
The Beatles,Little Child,lyrics_The Beatles_Little Child.json,annotation_littlechild_thebeatles.json,work_ed26d4de-d9db-361c-8bea-b7c08c7312b5.json,recording_13075131-64d3-447d-9c98-cd3e06afffda.json,release_8786eb97-4442-44c1-999a-0cba3281356c.json,artist_13075131-64d3-447d-9c98-cd3e06afffda.json,shs_41.json,isophonics_114,05_-_Little_Child
The Beatles,Till There Was You,lyrics_The Beatles_Till There Was You.json,annotation_tilltherewasyou_thebeatles.json,work_552f3fee-d045-3ca7-9104-d58bc127ffb5.json,recording_7ac6bb7b-6dca-4343-95f6-27eefc1a8841.json,release_6b671787-b00e-3439-a7ea-e72be3387039.json,artist_7ac6bb7b-6dca-4343-95f6-27eefc1a8841.json,shs_41.json,isophonics_115,06_-_Till_There_Was_You
The Beatles,Please Mister Postman,lyrics_The Beatles_Please Mister Postman.json,annotation_pleasemisterpostman_thebeatles.json,work_b0df7fba-26c7-33f4-9475-eeceaf61aab8.json,recording_d6760a03-b4fe-429b-ac0e-f49416a12409.json,release_e616d10d-4a51-4eaf-bb09-9408dcf471b4.json,artist_d6760a03-b4fe-429b-ac0e-f49416a12409.json,shs_41.json,isophonics_197,07_-_Please_Mister_Postman
The Beatles,Roll Over Beethoven,lyrics_The Beatles_Roll Over Beethoven.json,annotation_rolloverbeethoven_thebeatles.json,work_3d55b4e1-36f5-3cec-b702-59d1b534611e.json,recording_706be20f-e062-4569-94cc-25842dc0a625.json,release_28143c52-e523-32eb-a632-c9bfd9f814ab.json,artist_706be20f-e062-4569-94cc-25842dc0a625.json,shs_41.json,isophonics_127,08_-_Roll_Over_Beethoven
The Beatles,Hold Me Tight,lyrics_The Beatles_Hold Me Tight.json,annotation_holdmetight_thebeatles.json,work_8a54ee89-8c1f-3511-aeef-8893379963b8.json,recording_0432a2b7-614b-4389-b4fd-44ecdaddc84f.json,release_deb7a15b-6652-416d-8e4d-8d66659a7c6f.json,artist_0432a2b7-614b-4389-b4fd-44ecdaddc84f.json,shs_41.json,isophonics_180,09_-_Hold_Me_Tight
The Beatles,You Really Got A Hold On Me,lyrics_The Beatles_You Really Got A Hold On Me.json,annotation_youreallygotaholdonme_thebeatles.json,work_e39be679-5a1e-3ddb-9f23-c469783a54ea.json,recording_c30faedd-630b-48ea-9187-2ee737c310de.json,release_41e666cd-8c9e-4e66-8c84-7be32797746b.json,artist_c30faedd-630b-48ea-9187-2ee737c310de.json,shs_41.json,isophonics_48,10_-_You_Really_Got_A_Hold_On_Me
The Beatles,I Wanna Be Your Man,lyrics_The Beatles_I Wanna Be Your Man.json,annotation_iwannabeyourman_thebeatles.json,work_24e04462-eb1a-337f-b20e-8ed8fee09d61.json,recording_fe9a1f66-b3f7-451a-b0af-0ad513beafed.json,release_a1afa35e-f748-4579-8437-711952c6b828.json,artist_fe9a1f66-b3f7-451a-b0af-0ad513beafed.json,shs_41.json,isophonics_77,11_-_I_Wanna_Be_Your_Man
The Beatles,Devil In Her Heart,lyrics_The Beatles_Devil In Her Heart.json,annotation_devilinherheart_thebeatles.json,work_d890393b-d981-39e2-9a65-605ff9a8efc3.json,recording_42fd2bdf-eb4b-486c-b144-d650013bd5b4.json,release_41e666cd-8c9e-4e66-8c84-7be32797746b.json,artist_42fd2bdf-eb4b-486c-b144-d650013bd5b4.json,shs_41.json,isophonics_49,12_-_Devil_In_Her_Heart
The Beatles,Not A Second Time,lyrics_The Beatles_Not A Second Time.json,annotation_notasecondtime_thebeatles.json,work_c285d2be-1d11-3518-910c-10f68125297c.json,recording_b5351678-2cbe-4b3d-b843-9fbc0e36b423.json,release_02b4865a-d04f-4e01-9305-1c9062c2fdf3.json,artist_b5351678-2cbe-4b3d-b843-9fbc0e36b423.json,shs_41.json,isophonics_276,13_-_Not_A_Second_Time
The Beatles,Money (thatâ€™s what I want),lyrics_The Beatles_Money (thatâ€™s what I want).json,annotation_money(thatâ€™swhatiwant)_thebeatles.json,work_a50f2637-33a5-3e1f-a375-101460bea6a5.json,recording_37904f52-5381-4afa-a7a9-b49f408d6d33.json,release_7f600ba5-a213-412d-b6fe-0fe09802f753.json,artist_37904f52-5381-4afa-a7a9-b49f408d6d33.json,shs_41.json,isophonics_107,manual
The Beatles,A Hard Day's Night,lyrics_The Beatles_A Hard Day's Night.json,annotation_ahardday'snight_thebeatles.json,work_9a55593e-1419-3aa7-8281-1ffc0bcb0ace.json,recording_5253b9cd-227e-4f6a-8ab0-21e825d552aa.json,release_a0a54abd-c4dc-4938-993d-b61cda47cf0d.json,artist_5253b9cd-227e-4f6a-8ab0-21e825d552aa.json,shs_41.json,isophonics_57,01_-_A_Hard_Day's_Night
The Beatles,I Should Have Known Better,lyrics_The Beatles_I Should Have Known Better.json,annotation_ishouldhaveknownbetter_thebeatles.json,work_7258dd9c-d2bb-3d5a-acdd-2b8980b9bbe9.json,recording_af291f2e-d430-452b-9421-37152ad511b4.json,release_a0a54abd-c4dc-4938-993d-b61cda47cf0d.json,artist_af291f2e-d430-452b-9421-37152ad511b4.json,shs_41.json,isophonics_297,02_-_I_Should_Have_Known_Better
The Beatles,If I Fell,lyrics_The Beatles_If I Fell.json,annotation_ififell_thebeatles.json,work_6240c9ce-cdf7-3801-a0b2-e189bd10f2d6.json,recording_bf1ecb6d-426e-4c86-ab31-028f4702e6d0.json,release_a19c1515-566b-4b42-a0b3-c9515c7ca411.json,artist_bf1ecb6d-426e-4c86-ab31-028f4702e6d0.json,shs_41.json,isophonics_183,03_-_If_I_Fell
The Beatles,I'm Happy Just To Dance With You,lyrics_The Beatles_I'm Happy Just To Dance With You.json,annotation_i'mhappyjusttodancewithyou_thebeatles.json,work_3a403ed4-4b09-362d-bc4c-111e9a417287.json,recording_a35f0599-a36a-4971-ba73-e43cafca32da.json,release_102f6044-ab14-4142-811b-9057bd4da231.json,artist_a35f0599-a36a-4971-ba73-e43cafca32da.json,shs_41.json,isophonics_99,04_-_I'm_Happy_Just_To_Dance_With_You
The Beatles,And I Love Her,lyrics_The Beatles_And I Love Her.json,annotation_andiloveher_thebeatles.json,work_09810be4-cac8-3ae7-915a-6394d9698160.json,recording_659239a8-da3d-4427-9fe7-0e8c434c97cf.json,release_ec06b1ee-4ce2-4333-acdd-7c69992f42f0.json,artist_659239a8-da3d-4427-9fe7-0e8c434c97cf.json,shs_41.json,isophonics_62,05_-_And_I_Love_Her
The Beatles,Tell Me Why,lyrics_The Beatles_Tell Me Why.json,annotation_tellmewhy_thebeatles.json,work_8423eef7-88aa-39b0-9c4f-11a2a113fdc6.json,recording_e23e779f-4e47-4815-a045-739e5cee8ba7.json,release_aa0ed3b0-c0f5-4b40-9bfb-516730280416.json,artist_e23e779f-4e47-4815-a045-739e5cee8ba7.json,shs_41.json,isophonics_73,06_-_Tell_Me_Why
The Beatles,Can't Buy Me Love,lyrics_The Beatles_Can't Buy Me Love.json,annotation_can'tbuymelove_thebeatles.json,work_62c39e8e-18e2-326b-9a2f-615f8e2b547d.json,recording_e2064c3f-2f55-48b6-a553-db58f3b9a9ce.json,release_b2127892-1dec-4cbc-baca-336cea98bf06.json,artist_e2064c3f-2f55-48b6-a553-db58f3b9a9ce.json,shs_41.json,isophonics_44,07_-_Can't_Buy_Me_Love
The Beatles,Any Time At All,lyrics_The Beatles_Any Time At All.json,annotation_anytimeatall_thebeatles.json,work_2d2f4640-c31a-361b-9f93-1b7ac4e0da57.json,recording_b0694e8b-0d9a-465e-82b6-0375fd71ff71.json,release_ec06b1ee-4ce2-4333-acdd-7c69992f42f0.json,artist_b0694e8b-0d9a-465e-82b6-0375fd71ff71.json,shs_41.json,isophonics_12,08_-_Any_Time_At_All
The Beatles,I'll Cry Instead,lyrics_The Beatles_I'll Cry Instead.json,annotation_i'llcryinstead_thebeatles.json,work_67d340af-3612-332d-9291-cdcddd279e5e.json,recording_d116c032-eb32-4266-9b4a-57311477c44d.json,release_422bd541-66fc-4c2b-b946-77e5fb6ddc1e.json,artist_d116c032-eb32-4266-9b4a-57311477c44d.json,shs_41.json,isophonics_166,09_-_I'll_Cry_Instead
The Beatles,Things We Said Today,lyrics_The Beatles_Things We Said Today.json,annotation_thingswesaidtoday_thebeatles.json,work_5dc5b761-e100-3c4f-b703-7058912a61cd.json,recording_bc1ab2d4-fc19-4eb2-9d8b-5789e499eeea.json,release_8d606f1c-f109-3068-bf90-3f29a0ac59e0.json,artist_bc1ab2d4-fc19-4eb2-9d8b-5789e499eeea.json,shs_41.json,isophonics_87,10_-_Things_We_Said_Today
The Beatles,When I Get Home,lyrics_The Beatles_When I Get Home.json,annotation_whenigethome_thebeatles.json,work_c1790718-e5c8-3877-b47d-13bc4034e79f.json,recording_e7abc0d2-bd83-43b4-b3de-4e2db8d9ebd9.json,release_ec06b1ee-4ce2-4333-acdd-7c69992f42f0.json,artist_e7abc0d2-bd83-43b4-b3de-4e2db8d9ebd9.json,shs_41.json,isophonics_232,11_-_When_I_Get_Home
The Beatles,You Can't Do That,lyrics_The Beatles_You Can't Do That.json,annotation_youcan'tdothat_thebeatles.json,work_15835eb6-ea13-3178-bc84-6a5bc1f42a99.json,recording_37f3c01f-ff47-4557-a94f-47da15451241.json,release_3fd94aeb-bebd-3918-bf11-1cba750f213f.json,artist_37f3c01f-ff47-4557-a94f-47da15451241.json,shs_41.json,isophonics_116,12_-_You_Can't_Do_That
The Beatles,I'll Be Back,lyrics_The Beatles_I'll Be Back.json,annotation_i'llbeback_thebeatles.json,work_15be9e23-4cb5-3e0f-ac7b-c552e9ea8eb6.json,recording_a8a0301d-6b45-47e0-9ac3-41e81513ce9d.json,release_5cd103c6-07e3-32b1-8cea-7e53eb994829.json,artist_a8a0301d-6b45-47e0-9ac3-41e81513ce9d.json,shs_41.json,isophonics_184,13_-_I'll_Be_Back
The Beatles,No Reply,lyrics_The Beatles_No Reply.json,annotation_noreply_thebeatles.json,work_7a74f92d-0a91-31d4-bd07-49c5577fbadd.json,recording_e936441e-ee84-4218-b5be-d4db11e458c5.json,release_af6740eb-5568-4108-ae8d-2f4f4fa258b6.json,artist_e936441e-ee84-4218-b5be-d4db11e458c5.json,shs_41.json,isophonics_117,01_-_No_Reply
The Beatles,I'm a Loser,lyrics_The Beatles_I'm a Loser.json,annotation_i'maloser_thebeatles.json,work_5c7f8d8d-a252-3634-b34e-dc768dc2ad0c.json,recording_e1535aec-d9c8-4241-b74a-cfe149aeffba.json,release_7fa12014-843d-4ed5-8093-4d134c649db2.json,artist_e1535aec-d9c8-4241-b74a-cfe149aeffba.json,shs_41.json,isophonics_168,02_-_I'm_a_Loser
The Beatles,Baby's In Black,lyrics_The Beatles_Baby's In Black.json,annotation_baby'sinblack_thebeatles.json,work_45bffa5b-0990-3829-87ec-c3bdce0b4c84.json,recording_d7a53cec-1318-495a-ab05-849d2ebc38f8.json,release_8ae9f6e0-903d-46c5-84c1-e97235ffed6a.json,artist_d7a53cec-1318-495a-ab05-849d2ebc38f8.json,shs_41.json,isophonics_156,03_-_Baby's_In_Black
The Beatles,Rock and Roll Music,lyrics_The Beatles_Rock and Roll Music.json,annotation_rockandrollmusic_thebeatles.json,work_dc896a9f-3844-3437-b436-fd0fd6aa8848.json,recording_5b84f918-daef-4677-8e46-d830fba0f876.json,release_8ae9f6e0-903d-46c5-84c1-e97235ffed6a.json,artist_5b84f918-daef-4677-8e46-d830fba0f876.json,shs_41.json,isophonics_200,04_-_Rock_and_Roll_Music
The Beatles,I'll Follow the Sun,lyrics_The Beatles_I'll Follow the Sun.json,annotation_i'llfollowthesun_thebeatles.json,work_b8771d6f-6c0a-30ae-a9a6-2df9204376a7.json,recording_00c17e2a-25c3-403b-b584-007feb28d6f2.json,release_8ae9f6e0-903d-46c5-84c1-e97235ffed6a.json,artist_00c17e2a-25c3-403b-b584-007feb28d6f2.json,shs_41.json,isophonics_33,05_-_I'll_Follow_the_Sun
The Beatles,Mr. Moonlight,lyrics_The Beatles_Mr. Moonlight.json,annotation_mr.moonlight_thebeatles.json,work_15f07e28-a670-376f-9b6b-84bab933e0f1.json,recording_6f649d12-e007-477d-b886-4816caeed2c7.json,release_6a49d513-be52-4f46-a11f-794759f8d165.json,artist_6f649d12-e007-477d-b886-4816caeed2c7.json,shs_41.json,isophonics_89,06_-_Mr._Moonlight
The Beatles,medley:Kansas City/ Hey-Hey-Hey-Hey!,NF,NF,work_6a79f7b5-771c-3897-9a28-46e139bfef90.json,recording_e4cba562-088e-4367-b681-6f34fed9e9b5.json,release_2b82dad7-3036-49be-8161-08ab78bc580c.json,artist_e4cba562-088e-4367-b681-6f34fed9e9b5.json,shs_41.json,isophonics_275,manual
The Beatles,Eight Days a Week,lyrics_The Beatles_Eight Days a Week.json,annotation_eightdaysaweek_thebeatles.json,work_94cd18bf-d7ef-3ce8-be92-ea5e70d455ef.json,recording_9c2b1e21-33f3-4482-813b-c9ea34094a3a.json,release_4f5e2ce8-7e99-4ac9-a53f-fd504dee9968.json,artist_9c2b1e21-33f3-4482-813b-c9ea34094a3a.json,shs_41.json,isophonics_194,08_-_Eight_Days_a_Week
The Beatles,Words of Love,lyrics_The Beatles_Words of Love.json,annotation_wordsoflove_thebeatles.json,work_db04899a-e902-341f-8ed6-4524024455b2.json,recording_59e4621f-455e-4e61-b9a4-7435901d6580.json,release_2be51db2-a86e-44c3-9e86-7daf1ef47ca3.json,artist_59e4621f-455e-4e61-b9a4-7435901d6580.json,shs_41.json,isophonics_39,09_-_Words_of_Love
The Beatles,Honey Don't,lyrics_The Beatles_Honey Don't.json,annotation_honeydon't_thebeatles.json,work_1e2b05f6-081d-31af-b376-9bea1fadfbc6.json,recording_2761e565-7bf0-48c4-9bed-0c4069538482.json,release_2b82dad7-3036-49be-8161-08ab78bc580c.json,artist_2761e565-7bf0-48c4-9bed-0c4069538482.json,shs_41.json,isophonics_69,10_-_Honey_Don't
The Beatles,Every Little Thing,lyrics_The Beatles_Every Little Thing.json,annotation_everylittlething_thebeatles.json,work_fbfe0f84-9436-39db-81bd-c6ace0ff8641.json,recording_32612c83-852f-425b-a48c-b676e0180c69.json,release_6a49d513-be52-4f46-a11f-794759f8d165.json,artist_32612c83-852f-425b-a48c-b676e0180c69.json,shs_41.json,isophonics_30,11_-_Every_Little_Thing
The Beatles,I Don't Want to Spoil the Party,lyrics_The Beatles_I Don't Want to Spoil the Party.json,annotation_idon'twanttospoiltheparty_thebeatles.json,work_99810939-48a2-3079-a96e-9602008d7209.json,recording_3d657843-a881-467d-9442-bb4494ba95a1.json,release_293ed293-9e52-4f28-9418-afadecf61067.json,artist_3d657843-a881-467d-9442-bb4494ba95a1.json,shs_41.json,isophonics_150,12_-_I_Don't_Want_to_Spoil_the_Party
The Beatles,What You're Doing,lyrics_The Beatles_What You're Doing.json,annotation_whatyou'redoing_thebeatles.json,work_8374b484-62d4-3736-9924-85349bf4fcd7.json,recording_d0b252a0-a67b-4350-85f0-a7816bba6000.json,release_6a49d513-be52-4f46-a11f-794759f8d165.json,artist_d0b252a0-a67b-4350-85f0-a7816bba6000.json,shs_41.json,isophonics_251,13_-_What_You're_Doing
The Beatles,Everybody's Trying to Be My Baby,lyrics_The Beatles_Everybody's Trying to Be My Baby.json,annotation_everybody'stryingtobemybaby_thebeatles.json,work_fbfe0f84-9436-39db-81bd-c6ace0ff8641.json,recording_32612c83-852f-425b-a48c-b676e0180c69.json,release_6a49d513-be52-4f46-a11f-794759f8d165.json,artist_32612c83-852f-425b-a48c-b676e0180c69.json,shs_41.json,isophonics_213,14_-_Everybody's_Trying_to_Be_My_Baby
The Beatles,Help!,lyrics_The Beatles_Help!.json,annotation_help!_thebeatles.json,work_8b771af1-a04f-3ac5-bc53-d73849ffad16.json,recording_4416d38e-0f68-4c75-93b9-c1a793fccb49.json,release_344362ed-39c0-40bb-b55f-2c9627e5d767.json,artist_4416d38e-0f68-4c75-93b9-c1a793fccb49.json,shs_41.json,isophonics_268,01_-_Help!
The Beatles,The Night Before,lyrics_The Beatles_The Night Before.json,annotation_thenightbefore_thebeatles.json,work_c89a15dd-fa08-3739-9a43-d4c9246f8737.json,recording_0f2ddaaa-05b9-46a0-bc09-25eb9a708e6f.json,release_75b34c4a-1e15-3bf5-a734-abfafa94c731.json,artist_0f2ddaaa-05b9-46a0-bc09-25eb9a708e6f.json,shs_41.json,isophonics_46,02_-_The_Night_Before
The Beatles,You've Got To Hide Your Love Away,lyrics_The Beatles_You've Got To Hide Your Love Away.json,annotation_you'vegottohideyourloveaway_thebeatles.json,work_88ad83bf-c005-35d3-98fb-111298de6766.json,recording_c4de7264-2d02-49d9-ab8d-c89ce568f963.json,release_e3e0ac03-0525-35b1-9fed-5c9d0157bcbd.json,artist_c4de7264-2d02-49d9-ab8d-c89ce568f963.json,shs_41.json,isophonics_231,03_-_You've_Got_To_Hide_Your_Love_Away
The Beatles,I Need You,lyrics_The Beatles_I Need You.json,annotation_ineedyou_thebeatles.json,work_1de941d6-1527-3b9a-b7d4-7a8f200263ee.json,recording_3d2f2f16-a44a-435f-8b30-2df67b753571.json,release_75b34c4a-1e15-3bf5-a734-abfafa94c731.json,artist_3d2f2f16-a44a-435f-8b30-2df67b753571.json,shs_41.json,isophonics_82,04_-_I_Need_You
The Beatles,Another Girl,lyrics_The Beatles_Another Girl.json,annotation_anothergirl_thebeatles.json,work_442db089-2b8a-3417-81a4-1592c1969113.json,recording_d6a07a6a-63f0-42b2-bed8-92a34f641889.json,release_75b34c4a-1e15-3bf5-a734-abfafa94c731.json,artist_d6a07a6a-63f0-42b2-bed8-92a34f641889.json,shs_41.json,isophonics_47,05_-_Another_Girl
The Beatles,You're Going To Lose That Girl,lyrics_The Beatles_You're Going To Lose That Girl.json,annotation_you'regoingtolosethatgirl_thebeatles.json,work_8f2b3829-27db-395b-ae67-5653fa277441.json,recording_9dac44ee-5905-49ea-97f1-584d4ac7bcae.json,release_75b34c4a-1e15-3bf5-a734-abfafa94c731.json,artist_9dac44ee-5905-49ea-97f1-584d4ac7bcae.json,shs_41.json,isophonics_257,06_-_You're_Going_To_Lose_That_Girl
The Beatles,Ticket To Ride,lyrics_The Beatles_Ticket To Ride.json,annotation_tickettoride_thebeatles.json,work_4ee39265-f6f0-38f6-b0fd-4d75fd2d23c0.json,recording_b8759150-f1a1-4619-9c4b-0d74af33782d.json,release_aa6d85f0-0afd-4524-960f-fb304a1e7a51.json,artist_b8759150-f1a1-4619-9c4b-0d74af33782d.json,shs_41.json,isophonics_263,07_-_Ticket_To_Ride
The Beatles,Act Naturally,lyrics_The Beatles_Act Naturally.json,annotation_actnaturally_thebeatles.json,work_b00a941a-24a1-39a5-93d7-5f5399977e76.json,recording_07e6b8e3-4132-49a6-a82c-85b63969e3f8.json,release_f64897da-9732-40b1-bd23-8f7fad3c43bb.json,artist_07e6b8e3-4132-49a6-a82c-85b63969e3f8.json,shs_41.json,isophonics_217,08_-_Act_Naturally
The Beatles,It's Only Love,lyrics_The Beatles_It's Only Love.json,annotation_it'sonlylove_thebeatles.json,work_100862f7-6e9b-3487-ac59-20eb9652dce9.json,recording_14e79bb3-ebb0-4372-9736-9230fdbaca02.json,release_75d3d29c-e483-4724-9ae4-71ec466f1858.json,artist_14e79bb3-ebb0-4372-9736-9230fdbaca02.json,shs_41.json,isophonics_51,09_-_It's_Only_Love
The Beatles,You Like Me Too Much,lyrics_The Beatles_You Like Me Too Much.json,annotation_youlikemetoomuch_thebeatles.json,work_d091ee97-b4b3-31d4-abde-bcf30c142016.json,recording_173b407c-df73-4909-82cb-07554a9d058a.json,release_f64897da-9732-40b1-bd23-8f7fad3c43bb.json,artist_173b407c-df73-4909-82cb-07554a9d058a.json,shs_41.json,isophonics_13,10_-_You_Like_Me_Too_Much
